Provider,ActualLabel,FraudProbability,RecommendedAction,TopReasons
PRV56664,No Fraud,0.1976,No action needed,avg_patient_age = 70.67 (contributed +0.178 to fraud score) | unique_physicians = 3.0 (contributed +0.16 to fraud score) | std_claim_amount = 14672.65 (contributed +0.139 to fraud score)
PRV57434,No Fraud,0.1968,No action needed,claims_per_patient = 2.09 (contributed +0.825 to fraud score) | total_claims = 316.0 (contributed +0.177 to fraud score) | unique_patients = 151.0 (contributed +0.069 to fraud score)
PRV52159,No Fraud,0.1967,No action needed,total_claim_amount = 288300.0 (contributed +1.329 to fraud score) | avg_patient_age = 74.11 (contributed +0.08 to fraud score) | total_deductible_paid = 26262.0 (contributed +0.059 to fraud score)
PRV51585,No Fraud,0.1956,No action needed,avg_claim_amount = 12846.67 (contributed +0.311 to fraud score) | std_claim_amount = 16737.88 (contributed +0.234 to fraud score) | avg_patient_age = 71.5 (contributed +0.157 to fraud score)
PRV52611,No Fraud,0.1951,No action needed,total_claims = 16.0 (contributed +0.25 to fraud score) | avg_claim_duration = 3.06 (contributed +0.234 to fraud score) | avg_claim_amount = 5172.5 (contributed +0.043 to fraud score)
PRV56763,No Fraud,0.1946,No action needed,avg_claim_duration = 4.85 (contributed +0.634 to fraud score) | total_claim_amount = 116490.0 (contributed +0.233 to fraud score) | total_deductible_paid = 11748.0 (contributed +0.13 to fraud score)
PRV55108,No Fraud,0.1945,No action needed,claims_per_patient = 1.47 (contributed +0.133 to fraud score) | total_claims = 223.0 (contributed +0.116 to fraud score) | avg_num_diagnosis_codes = 2.26 (contributed +0.084 to fraud score)
PRV51245,No Fraud,0.1937,No action needed,claims_per_patient = 2.98 (contributed +0.906 to fraud score) | total_deductible_paid = 3894.0 (contributed +0.204 to fraud score) | avg_claim_amount = 483.41 (contributed +0.149 to fraud score)
PRV54686,No Fraud,0.193,No action needed,claims_per_patient = 1.26 (contributed +0.316 to fraud score) | total_deductible_paid = 15382.0 (contributed +0.127 to fraud score) | unique_patients = 125.0 (contributed +0.091 to fraud score)
PRV56773,No Fraud,0.1929,No action needed,total_deductible_paid = 7696.0 (contributed +0.238 to fraud score) | unique_patients = 33.0 (contributed +0.121 to fraud score) | unique_physicians = 9.0 (contributed +0.115 to fraud score)
PRV57023,No Fraud,0.1929,No action needed,total_claim_amount = 173000.0 (contributed +1.069 to fraud score) | avg_claim_duration = 5.93 (contributed +0.363 to fraud score) | avg_claim_amount = 11533.33 (contributed +0.122 to fraud score)
PRV55505,No Fraud,0.1928,No action needed,total_claims = 480.0 (contributed +0.393 to fraud score) | claims_per_patient = 1.74 (contributed +0.078 to fraud score) | std_claim_amount = 510.89 (contributed +0.05 to fraud score)
PRV51048,No Fraud,0.1923,No action needed,total_deductible_paid = 4352.0 (contributed +0.836 to fraud score) | claims_per_patient = 1.15 (contributed +0.21 to fraud score) | unique_patients = 33.0 (contributed +0.139 to fraud score)
PRV52282,No Fraud,0.1919,No action needed,avg_claim_duration = 6.0 (contributed +0.713 to fraud score) | avg_claim_amount = 12833.33 (contributed +0.22 to fraud score) | total_deductible_paid = 5340.0 (contributed +0.116 to fraud score)
PRV57309,No Fraud,0.1913,No action needed,total_claim_amount = 108260.0 (contributed +0.182 to fraud score) | inpatient_ratio = 0.34 (contributed +0.157 to fraud score) | total_deductible_paid = 12816.0 (contributed +0.084 to fraud score)
PRV56789,No Fraud,0.1912,No action needed,total_deductible_paid = 7646.0 (contributed +0.233 to fraud score) | unique_physicians = 6.0 (contributed +0.068 to fraud score) | num_outpatient_claims = 60.0 (contributed +0.043 to fraud score)
PRV51440,No Fraud,0.1911,No action needed,total_deductible_paid = 6508.0 (contributed +0.207 to fraud score) | total_claim_amount = 106380.0 (contributed +0.191 to fraud score) | avg_num_diagnosis_codes = 3.38 (contributed +0.165 to fraud score)
PRV51238,No Fraud,0.1906,No action needed,avg_claim_duration = 13.62 (contributed +0.322 to fraud score) | total_claim_amount = 132000.0 (contributed +0.306 to fraud score) | total_deductible_paid = 4272.0 (contributed +0.134 to fraud score)
PRV51622,No Fraud,0.1904,No action needed,total_claim_amount = 101690.0 (contributed +0.223 to fraud score) | total_deductible_paid = 9682.0 (contributed +0.194 to fraud score) | unique_patients = 94.0 (contributed +0.101 to fraud score)
PRV57234,No Fraud,0.1891,No action needed,avg_claim_duration = 3.29 (contributed +0.273 to fraud score) | total_claims = 24.0 (contributed +0.176 to fraud score) | inpatient_ratio = 0.38 (contributed +0.091 to fraud score)
PRV56705,No Fraud,0.1884,No action needed,total_claims = 16.0 (contributed +0.281 to fraud score) | total_deductible_paid = 4272.0 (contributed +0.131 to fraud score) | claims_per_physician = 1.23 (contributed +0.128 to fraud score)
PRV52836,No Fraud,0.1878,No action needed,total_claims = 21.0 (contributed +0.186 to fraud score) | total_deductible_paid = 4342.0 (contributed +0.123 to fraud score) | avg_claim_amount = 2556.19 (contributed +0.053 to fraud score)
PRV56001,No Fraud,0.1864,No action needed,total_claim_amount = 528570.0 (contributed +1.657 to fraud score) | avg_claim_duration = 5.61 (contributed +0.239 to fraud score) | num_outpatient_claims = 13.0 (contributed +0.158 to fraud score)
PRV56156,No Fraud,0.1857,No action needed,total_deductible_paid = 5490.0 (contributed +0.615 to fraud score) | claims_per_patient = 1.5 (contributed +0.434 to fraud score) | avg_patient_age = 71.01 (contributed +0.091 to fraud score)
PRV51377,No Fraud,0.1856,No action needed,total_claim_amount = 123950.0 (contributed +0.358 to fraud score) | total_deductible_paid = 3634.0 (contributed +0.174 to fraud score) | unique_patients = 94.0 (contributed +0.111 to fraud score)
PRV57600,No Fraud,0.1848,No action needed,avg_num_diagnosis_codes = 3.25 (contributed +0.172 to fraud score) | total_deductible_paid = 8624.0 (contributed +0.141 to fraud score) | avg_patient_age = 71.96 (contributed +0.08 to fraud score)
PRV52121,No Fraud,0.184,No action needed,claims_per_physician = 2.65 (contributed +0.203 to fraud score) | total_deductible_paid = 4642.0 (contributed +0.143 to fraud score) | avg_claim_amount = 936.04 (contributed +0.044 to fraud score)
PRV55242,No Fraud,0.1833,No action needed,inpatient_ratio = 0.29 (contributed +0.405 to fraud score) | total_deductible_paid = 10700.0 (contributed +0.233 to fraud score) | avg_claim_amount = 1930.29 (contributed +0.098 to fraud score)
PRV51139,No Fraud,0.1831,No action needed,avg_num_diagnosis_codes = 3.44 (contributed +0.206 to fraud score) | total_deductible_paid = 7516.0 (contributed +0.18 to fraud score) | claims_per_physician = 1.26 (contributed +0.082 to fraud score)
PRV53670,Fraud,0.1829,No action needed,total_claim_amount = 322450.0 (contributed +0.563 to fraud score) | total_claims = 1173.0 (contributed +0.309 to fraud score) | claims_per_patient = 1.49 (contributed +0.243 to fraud score)
PRV56751,No Fraud,0.1828,No action needed,claims_per_patient = 1.65 (contributed +0.212 to fraud score) | total_deductible_paid = 5700.0 (contributed +0.206 to fraud score) | unique_physicians = 4.0 (contributed +0.148 to fraud score)
PRV53963,No Fraud,0.1828,No action needed,avg_num_diagnosis_codes = 3.23 (contributed +0.163 to fraud score) | total_deductible_paid = 4292.0 (contributed +0.146 to fraud score) | unique_patients = 37.0 (contributed +0.065 to fraud score)
PRV52644,No Fraud,0.1821,No action needed,inpatient_ratio = 0.29 (contributed +0.282 to fraud score) | avg_claim_duration = 3.68 (contributed +0.203 to fraud score) | total_deductible_paid = 9682.0 (contributed +0.093 to fraud score)
PRV51681,No Fraud,0.1803,No action needed,total_claims = 26.0 (contributed +0.183 to fraud score) | claims_per_physician = 2.89 (contributed +0.132 to fraud score) | avg_patient_age = 70.85 (contributed +0.126 to fraud score)
PRV55445,No Fraud,0.18,No action needed,claims_per_patient = 3.41 (contributed +1.138 to fraud score) | num_outpatient_claims = 133.0 (contributed +0.009 to fraud score)
PRV51260,No Fraud,0.1796,No action needed,total_deductible_paid = 3204.0 (contributed +0.205 to fraud score) | claims_per_physician = 2.58 (contributed +0.138 to fraud score) | num_outpatient_claims = 59.0 (contributed +0.125 to fraud score)
PRV53686,No Fraud,0.1794,No action needed,claims_per_patient = 1.26 (contributed +0.344 to fraud score) | total_claims = 292.0 (contributed +0.102 to fraud score) | unique_physicians = 3.0 (contributed +0.06 to fraud score)
PRV57618,No Fraud,0.1788,No action needed,claims_per_patient = 2.32 (contributed +0.589 to fraud score) | total_claims = 220.0 (contributed +0.118 to fraud score) | num_outpatient_claims = 220.0 (contributed +0.046 to fraud score)
PRV52999,No Fraud,0.1787,No action needed,avg_claim_duration = 3.02 (contributed +0.162 to fraud score) | total_deductible_paid = 8644.0 (contributed +0.081 to fraud score) | unique_physicians = 12.0 (contributed +0.037 to fraud score)
PRV57593,No Fraud,0.1786,No action needed,avg_claim_duration = 3.15 (contributed +0.394 to fraud score) | total_deductible_paid = 6408.0 (contributed +0.215 to fraud score) | total_claims = 26.0 (contributed +0.174 to fraud score)
PRV54247,No Fraud,0.1783,No action needed,total_deductible_paid = 4412.0 (contributed +0.622 to fraud score) | claims_per_patient = 1.46 (contributed +0.428 to fraud score) | avg_claim_amount = 671.86 (contributed +0.047 to fraud score)
PRV56139,No Fraud,0.1779,No action needed,total_deductible_paid = 3204.0 (contributed +0.652 to fraud score) | claims_per_patient = 1.5 (contributed +0.354 to fraud score) | total_claims = 21.0 (contributed +0.163 to fraud score)
PRV56793,No Fraud,0.1778,No action needed,total_deductible_paid = 3204.0 (contributed +0.141 to fraud score) | avg_patient_age = 71.58 (contributed +0.132 to fraud score) | avg_claim_amount = 1817.1 (contributed +0.069 to fraud score)
PRV53648,No Fraud,0.177,No action needed,avg_claim_duration = 0.0 (contributed +1.211 to fraud score) | avg_claim_amount = 527.0 (contributed +0.261 to fraud score) | total_claims = 20.0 (contributed +0.234 to fraud score)
PRV54202,No Fraud,0.1768,No action needed,avg_claim_duration = 5.3 (contributed +0.567 to fraud score) | total_claim_amount = 137000.0 (contributed +0.275 to fraud score) | avg_claim_amount = 13700.0 (contributed +0.213 to fraud score)
PRV51282,No Fraud,0.1767,No action needed,total_deductible_paid = 8624.0 (contributed +0.243 to fraud score) | avg_num_diagnosis_codes = 3.36 (contributed +0.176 to fraud score) | claims_per_physician = 2.68 (contributed +0.162 to fraud score)
PRV56485,No Fraud,0.1767,No action needed,avg_claim_amount = 558.12 (contributed +0.336 to fraud score) | claims_per_patient = 2.18 (contributed +0.309 to fraud score) | unique_patients = 22.0 (contributed +0.106 to fraud score)
PRV53100,No Fraud,0.1762,No action needed,claims_per_patient = 1.76 (contributed +0.208 to fraud score) | total_deductible_paid = 5720.0 (contributed +0.207 to fraud score) | avg_patient_age = 72.71 (contributed +0.04 to fraud score)
PRV54694,No Fraud,0.1761,No action needed,claims_per_patient = 2.13 (contributed +0.854 to fraud score) | total_claims = 330.0 (contributed +0.21 to fraud score) | num_outpatient_claims = 330.0 (contributed +0.049 to fraud score)
PRV53416,No Fraud,0.175,No action needed,claims_per_patient = 1.47 (contributed +0.121 to fraud score) | avg_patient_age = 70.59 (contributed +0.078 to fraud score) | unique_physicians = 14.0 (contributed +0.032 to fraud score)
PRV56772,No Fraud,0.1747,No action needed,total_deductible_paid = 5470.0 (contributed +0.742 to fraud score) | claims_per_patient = 1.3 (contributed +0.268 to fraud score) | avg_claim_amount = 685.14 (contributed +0.062 to fraud score)
PRV51241,No Fraud,0.1746,No action needed,total_deductible_paid = 9772.0 (contributed +0.257 to fraud score) | claims_per_patient = 1.28 (contributed +0.222 to fraud score) | claims_per_physician = 2.61 (contributed +0.194 to fraud score)
PRV52527,No Fraud,0.1744,No action needed,claims_per_patient = 2.19 (contributed +0.676 to fraud score) | avg_num_diagnosis_codes = 2.46 (contributed +0.195 to fraud score) | max_claim_amount = 3300.0 (contributed +0.028 to fraud score)
PRV57369,No Fraud,0.1744,No action needed,total_claims = 28.0 (contributed +0.176 to fraud score) | avg_patient_age = 71.32 (contributed +0.14 to fraud score) | total_claim_amount = 119350.0 (contributed +0.119 to fraud score)
PRV57633,No Fraud,0.1731,No action needed,total_deductible_paid = 4272.0 (contributed +0.763 to fraud score) | claims_per_patient = 1.33 (contributed +0.556 to fraud score) | avg_patient_age = 83.5 (contributed +0.377 to fraud score)
PRV52708,No Fraud,0.1726,No action needed,total_deductible_paid = 5410.0 (contributed +0.732 to fraud score) | claims_per_patient = 2.58 (contributed +0.455 to fraud score) | unique_patients = 12.0 (contributed +0.032 to fraud score)
PRV56340,No Fraud,0.1723,No action needed,avg_claim_duration = 6.0 (contributed +0.642 to fraud score) | std_claim_amount = 25119.71 (contributed +0.37 to fraud score) | avg_claim_amount = 19000.0 (contributed +0.224 to fraud score)
PRV53070,No Fraud,0.1721,No action needed,avg_claim_duration = 3.95 (contributed +0.227 to fraud score) | total_deductible_paid = 12816.0 (contributed +0.182 to fraud score) | total_claims = 20.0 (contributed +0.173 to fraud score)
PRV57078,No Fraud,0.1718,No action needed,avg_claim_duration = 6.2 (contributed +0.586 to fraud score) | unique_physicians = 1.0 (contributed +0.088 to fraud score) | total_deductible_paid = 10680.0 (contributed +0.039 to fraud score)
PRV56003,No Fraud,0.1709,No action needed,avg_claim_duration = 4.75 (contributed +0.276 to fraud score) | total_deductible_paid = 8544.0 (contributed +0.151 to fraud score) | avg_claim_amount = 6431.67 (contributed +0.089 to fraud score)
PRV51065,No Fraud,0.1702,No action needed,inpatient_ratio = 0.36 (contributed +0.193 to fraud score) | total_claims = 28.0 (contributed +0.169 to fraud score) | avg_claim_duration = 2.93 (contributed +0.086 to fraud score)
PRV57584,No Fraud,0.17,No action needed,total_deductible_paid = 3284.0 (contributed +0.721 to fraud score) | claims_per_patient = 1.72 (contributed +0.291 to fraud score) | unique_physicians = 8.0 (contributed +0.055 to fraud score)
PRV54434,No Fraud,0.1692,No action needed,total_deductible_paid = 2306.0 (contributed +0.844 to fraud score) | claims_per_patient = 1.35 (contributed +0.355 to fraud score) | unique_patients = 31.0 (contributed +0.153 to fraud score)
PRV55931,No Fraud,0.1691,No action needed,claims_per_patient = 2.73 (contributed +0.824 to fraud score) | total_claims = 295.0 (contributed +0.176 to fraud score) | num_outpatient_claims = 295.0 (contributed +0.032 to fraud score)
PRV56130,No Fraud,0.1681,No action needed,avg_claim_duration = 3.71 (contributed +0.24 to fraud score) | total_claims = 17.0 (contributed +0.225 to fraud score) | total_claim_amount = 120000.0 (contributed +0.197 to fraud score)
PRV57526,No Fraud,0.1675,No action needed,avg_claim_amount = 541.14 (contributed +0.193 to fraud score) | total_deductible_paid = 2536.0 (contributed +0.188 to fraud score) | claims_per_patient = 1.31 (contributed +0.129 to fraud score)
PRV51297,No Fraud,0.1666,No action needed,total_deductible_paid = 5410.0 (contributed +0.201 to fraud score) | claims_per_patient = 1.52 (contributed +0.094 to fraud score) | num_outpatient_claims = 65.0 (contributed +0.036 to fraud score)
